Vereador;Partido;Aprovado;Ementa;Texto
Paulo Galterio;PSB;não;DISPÕE SOBRE A OBRIGATORIEDADE DOS HOSPITAIS, UNIDADES BÁSICAS DE SAÚDE E DEMAIS UNIDADES DE SAÚDE E AMBULATÓRIOS, DE AFIXAR EM LUGAR VISÍVEL E ACESSÍVEL AO PÚBLICO A LISTA DOS MÉDICOS PLANTONISTAS EM CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1 Ficam os Hospitais, Unidades de Básicas de Saúde e demais Unidades dC2 Saúde e ambulatórios de Campinas, obrigados a divulgar, em local visível e de fácil acesso ao público, especialmente, nas entradas principais dos pacientes, relação com nome completo dos médicos e equipe plantonistas e do responsável pelo plantão.
Art. 2 Na relação, deverão constar o nome dos médicos, enfermeiros, técnicos enl enfermagem e odontólogos plantonistas, registro profissional, especialidade, bem como nome dos responsáveis administrativos e dos médicos que respondem pela chefia do plantão, além dos dias e horários dos plantões (entrada e saída).
Art. 3 Esta Lei entra em vigor na data de sua publicação"
Paulo Galterio;PSB;não;DENOMINA CENTRO DE SAÚDE ZENIR THIÉLFALO UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;"Art. 1 Fica denominado Centro de Saúde Zenir Thiélfalo o centro de saúde do bairro Vila Rica, localizado na Rua Manganês, no 126 
Art. 2 Esta Lei entra em vigor na data de sua publicação."
Paulo Galterio;PSB;não;ACRESCENTA O ART. 9ºA À LEI Nº 11.571, DE 17 DE JUNHO DE 2003, QUE DISCIPLINA O PLANTIO, REPLANTIO, A PODA, A SUPRESSÃO E O USO ADEQUADO E PLANEJADO DA ARBORIZAÇÃO URBANA E DÁ OUTRAS PROVIDÊNCIAS.;A PARTIR DESTA DATA E CONFORME MANIFESTAÇÃO DA PROCURADORIA LEGISLATIVA, ACATADA PELA PRESIDÊNCIA, ESTE  PROJETO PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 52/19
Paulo Galterio;PSB;não;PROÍBE A VENDA OU O FORNECIMENTO DE COPOS PLÁSTICOS DESCARTÁVEIS NA CIDADE DE CAMPINAS.;"Art. I P Ficam proibidos a venda ou o fornecimento, a qualquer título, de copos plásticos descartáveis na cidade de Campinas.
Art. 2 2 A inobservância do disposto nesta Lei implicará ao infrator:
I	- multa de 142 (cento e quarenta e duas) Unidades Fiscais de Campinas - UFICS; e
II	- apreensão da mercadoria em exposição para venda"
Paulo Galterio;PSB;não;ALTERA A EMENTA E O CAPUT DO ART. 1º DA LEI Nº 13.906, DE 21 DE SETEMBRO DE 2010, QUE “PERMITE O USO DE FAIXAS EXCLUSIVAS DE ÔNIBUS POR TÁXIS, ÔNIBUS OU VANS ESCOLARES E ÔNIBUS OU VANS DE PASSAGEIROS DE EMPRESAS EM GERAL”.;"Art. 1 2 Fica alterada a ementa da Lei n? 13.906, de 21 de setembro de 2010, que passa a vigorar com a seguinte redação:
""Permite o uso de faixas exclusivas de ônibus por táxis e veículos que prestam serviço remunerado para transporte individual de passageiros oferecido e solicitado exclusivamente por aplicativos, sítios ou plataformas tecnológicas ligados à rede mundial de computadores."" (NR)
Art. 2 2 Fica alterado o caput do art. 1 2 da Lei n e 13.906, de 2010, que passa a vigorar com a
seguinte redação:
""Art. 1 2 Fica permitida, durante 24 (vinte e quatro) horas por dia, a utilização de faixas exclusivas de ônibus do transporte público coletivo urbano por táxis e veículos que prestam serviço remunerado para transporte individual de passageiros oferecido e solicitado exclusivamente por aplicativos, sítios ou plataformas tecnológicas ligados à rede mundial de computadores, com ou sem passageiros."" (NR)"
Paulo Galterio;PSB;não;DETERMINA A CRIAÇÃO DE UM BANCO DIGITAL DE ATESTADOS MÉDICOS CONCEDIDOS POR MÉDICOS DA REDE PÚBLICA MUNICIPAL DE SAÚDE DE CAMPINAS.;"Art. I Q Fica determinada a criação de um banco digital de atestados médicos concedidos por médicos da rede pública municipal de saúde de Campinas.
Parágrafo único. Todo atestado médico concedido por médicos da rede pública municipal de saúde deve ser registrado pela Secretaria Municipal de Saúde de Campinas.
Art. 2 2 0 banco de dados de que trata esta Lei deverá:
I - permitir exclusivamente o acesso:
a)	ao nome da pessoa que recebeu o atestado médico;
b)	ao nome do médico que concedeu o atestado médico; e
c)	à quantidade de atestados médicos registrados em nome do médico que concedeu o atestado ou do usuário que o recebeu;
II - conter ferramenta de pesquisa de conteúdo que permita acessar a informação de forma objetiva, transparente e clara e em linguagem de fácil compreensão;
S I P As informações disponíveis para acesso ao banco de dados deverão ser mantidas atualizadas.
S 2 2 Deverão ser adotadas as medidas necessárias para garantir a acessibilidade de conteúdo do banco de dados para pessoas com deficiência, nos termos do art. 17 da Lei Federal n? 10.098, de 19 de dezembro de 2000, e do art. 9 2 da Convenção sobre os Direitos das Pessoas com Deficiência, aprovada pelo Decreto Legislativo n? 186, de 9 de julho de 2008."
Paulo Galterio;PSB;não;DISPÕE SOBRE A INOBSERVÂNCIA DE CUIDADOS POR PEDESTRES, AO OLHAR OU MANUSEAR TELEFONE CELULAR OU APARELHO DE SMARTPHONE DURANTE A TRAVESSIA DE VIAS, E DÁ OUTRAS PROVIDÊNCIAS.;"Art. I P Ficam sujeitos a penalidade os pedestres que atravessarem via pública de trânsito do município de Campinas olhando ou manuseando telefone celular ou aparelho de smartphone, em razão da inobservância de cuidados necessários ao atravessar a referida via.
S 1 2 A penalidade referida no caput deste artigo será de 42 (quarenta e duas) Unidades Fiscais de Campinas — UFICs.
S 2 2 A aplicação da penalidade prevista neste artigo não exime o infrator das responsabilidades civis e penais a que der causa.
Art. 2 2 0 pedestre apresentará, no ato da autuação da infração, qualquer documento com foto, desde que seja aceito em todo o território nacional e contenha o número de sua inscrição no CPF ou no RG.
Art. 3 2 0 auto de infração referido no art. 2 2 será lavrado pela autoridade de trânsito, ou por agente da autoridade de trânsito, ou pela Guarda Municipal de Campinas, por meio de anotação em documento próprio ou de registro em talão eletrônico."
Paulo Galterio;PSB;não;PROÍBE A EXPOSIÇÃO PÚBLICA, A VENDA, A COMERCIALIZAÇÃO, A PERMUTA, A APRESENTAÇÃO E O ANÚNCIO LOCAL DE ARMAS DE FOGO NO MUNICÍPIO DE CAMPINAS.;"Art. 1 2 Ficam proibidos a exposição pública, a venda, a comercialização, a permuta, a
apresentação e o anúncio local de armas de fogo no município de Campinas.
Art. 2 2 0 descumprimento desta Lei implicará ao estabelecimento infrator:
I	- multa de 567 (quinhentas e sessenta e sete) Unidades Fiscais de Campinas — UFICS, sem prejuízo da apreensão do objeto em exposição ou à venda;
II	- cassação do alvará imediatamente à lavratura de multa ou auto de infração."
Paulo Galterio;PSB;não;DISPÕE SOBRE A OBRIGATORIEDADE DE INSTALAÇÃO DE SANITÁRIOS QUÍMICOS EM OBRAS DE CONSTRUÇÃO CIVIL NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;A PARTIR DE 03/02/2020 E CONFORME MANIFESTAÇÃO DA PROCURADORIA LEGISLATIVA, ACATADA PELA PRESIDÊNCIA, ESTE PROJETO DE LEI PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 10/2020.
Paulo Galterio;PSB;sim;DENOMINA CENTRO DE SAÚDE MARIA APARECIDA JACINTHO UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominado Centro de Saúde Maria Aparecida Jacintho o centro de saúde localizado na Rua Juvenal de Oliveira, sem número, no bairro Jardim São Domingos.
Paulo Galterio;PSB;não;PROÍBE O COMPARTILHAMENTO, EM REDES SOCIAIS, DE FOTOGRAFIAS OU VÍDEOS DE VÍTIMAS FALECIDAS OU FERIDAS EM ACIDENTES DE QUALQUER NATUREZA NO TERRITÓRIO DA CIDADE DE CAMPINAS.;"Art. I P Ficam proibidos a exposição, a inclusão, a divulgação eo compartilhamento, em redes sociais, de fotografias ou vídeos de vítimas falecidas ou feridas em acidentes de qualquer natureza no território da cidade de Campinas.
Art. 2 2 A infração ao determinado no art. I P implicará multa de 142 (cento e quarenta e duas) Unidades Fiscais de Campinas — UFICs.
S I P Excetuam-se do disposto no caput deste artigo as publicações em contexto jornalístico.
S 2 2 A aplicação da penalidade de multa prevista no caput deste artigo não exime o infrator da responsabilidade civil a que der causa."
Paulo Galterio;PSB;não;"CRIA O PROGRAMA ""CRECHE PARA IDOSO"", OBJETIVANDO PROPORCIONAR AO IDOSO ACOLHIMENTO, ABRIGO DIURNO, CUIDADOS, PROTEÇÃO E CONVIVÊNCIA ADEQUADOS A SUAS NECESSIDADES, E DÁ OUTRAS PROVIDÊNCIAS.";"Art. 10 Fica criado o programa ""CRECHE PARA IDOSO"" que concederá atenção especial ao idoso na forma desta lei, objetivando proporcionar-lhe acolhimento, abrigo diurno, cuidados, proteção e convivência adequados a suas necessidades.
S 10 - A atenção especial de que trata o caput compreenderá os seguintes requisitos:
1	- atendimento as pessoas idosas com 60 (sessenta) anos ou mais, em situação de vulnerabilidade ou risco social, semi-independentes, para a realização de atividades da vida diária, cujas famílias não tenham condições de prover esses cuidados durante o dia ou parte dele;
2	- prevenção ao isolamento e institucionalização da pessoa idosa, promovendo o fortalecimento dos vínculos familiares;
3	- fortalecimento da rede de proteção e defesa dos direitos das pessoas idosas;
4	- atendimento de segunda a sexta feiras das 07:00h às 18:00h;
5	- A CRECHE PARA IDOSOS atenderá exclusivamente famílias de baixa renda, que não têm como assistirem seus idosos quando saem para seus trabalhos, durante o dia ou parte dele; ou mesmo aqueles que não possuem responsáveis para seus cuidados.
Art. 20 0 disposto nesta Lei dar-se-á mediante:
1	- a instalações de locais apropriados para a convivência diurna de idosos, onde receberão abrigo, alimentação, cuidados específicos e realização de atividades diversas;
	- 	- 
2	- O Idoso será recebido por sua própria iniciativa ou da família responsável, permanecendo por período integral ou parcial, segundo a conveniência ou necessidade.
3	- proporcionar serviços fisioterapêutico, nutricional, psicológico e social.
Art. 30 As empresas privadas especialmente as de ensino superior, poderão firmar convênios com a CRECHE PARA IDOSOS, a fim de melhorar a qualidade do atendimento."
Paulo Galterio;PSB;não;DETERMINA A TRADUÇÃO PARA A LÍNGUA PORTUGUESA DE PROPAGANDAS EM OUTROS IDIOMAS EXPOSTAS NO MUNICÍPIO DE CAMPINAS.;"Art. 1 2 Fica proibida no município de Campinas a exposição de peças publicitárias em língua estrangeira, em qualquer tipo de anúncio, em vitrines, prateleiras ou balcões, sem a correspondente tradução para a língua portuguesa.
Parágrafo único. O texto traduzido em língua portuguesa deve ser do mesmo tamanho que as palavras em outro idioma expostas na propaganda.
Art. 2 2 0 descumprimento do disposto nesta Lei implicará ao infrator:
I	- multa de 141 (cento e quarenta e uma) Unidades Fiscais de Campinas — UFICs na primeira ocorrência;
II	- multa em dobro em caso de reincidência;
III	- suspensão do alvará."
Paulo Galterio;PSB;não;ACRESCENTA OS PARÁGRAFOS 2º E 3º AO ART. 1º DA LEI Nº 6.726, DE 06 DE NOVEMBRO DE 1991, QUE AUTORIZA O EXECUTIVO A CRIAR O PROGRAMA DE RECICLAGEM DE RESÍDUOS DE VIDRO .;"Art. 10 Acrescenta os parágrafos 2 0 e 3 0 , ficando renumerados os demais parágrafos do artigo 10 da Lei n o 6.726, de 06 de novembro de 1991.
Parágrafo 20 Os supermercados, hipermercados e congêneres ficam obrigados a manter recipientes para a coleta das garrafas de vidros, em locais visíveis, para depósito por parte do consumidor e para recolhimento por parte dos fabricantes.
Parágrafo 30 0 descumprimento do disposto no parágrafo 2 0 deste artigo implicará ao infrator:
I — multa de 567 UFICs (quinhentos e sessenta e sete) na primeira ocorrência; II — dobrada em caso de reincidência; III — suspensão do Alvará."
Paulo Galterio;PSB;não;INSTITUI A OBRIGATORIEDADE DA UTILIZAÇÃO DE LÂMPADAS DE LEDS NA REDE DE ILUMINAÇÃO PÚBLICA NA CIDADE DE CAMPINAS.;A PARTIR DE 05/02/2021 E CONFORME MANIFESTAÇÃO DA PROCURADORIA LEGISLATIVA, ACATADA PELA PRESIDÊNCIA, ESTE PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 05/2021.
Paulo Galterio;PSB;não;PROÍBE A COMERCIALIZAÇÃO, A IMPORTAÇÃO E A PUBLICIDADE DE QUAISQUER DISPOSITIVOS ELETRÔNICOS FUMÍGENOS.;"Art. 1 2 São vedadas a comercialização, a importação e a publicidade de quaisquer dispositivos eletrônicos fumígenos no município de Campinas.
S 1 2 Incluem-se na previsão do caput os cigarros eletrônicos, e-cigarettes, e-cigs, e-cigars e todos os dispositivos utilizados no hábito de fumar em substituição ao cigarro, à cigarrilha, ao charuto, ao cachimbo ou a qualquer outro produto fumígeno.
S 2 2 Poderá a Agência Nacional de Vigilância Sanitária autorizar excepcionalmente o uso dos produtos referidos no caput para o tratamento de tabagismo, comprovada tal finalidade por meio de estudos toxicológicos e testes científicos.
Art. 2 2 0 descumprimento desta Lei implicará ao estabelecimento infrator:
I	- multa de 142 (cento e quarenta e duas) Unidades Fiscais de Campinas — UFICs, sem prejuízo da apreensão do objeto em exposição ou venda;
II	- cassação do alvará imediatamente à lavratura de multa ou infração."
Paulo Galterio;PSB;não;DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA MÓVEL E ITINERANTE DE CADASTRO DE DOADORES DE ÓRGÃOS, TECIDOS E MEDULA ÓSSEA NO MUNICÍPIO DE CAMPINAS.;"Art. 1 0 Cria o Programa Móvel e Itinerante de Cadastramento de Doadores de Órgãos, Tecidos e Medula Óssea na cidade de Campinas, com a finalidade de atender e suprir às necessidades existentes, prioritariamente, dos cidadãos desse município.
SI O Os doadores preencherão um formulário com dados pessoais e será coletada uma amostra de sangue com 5 ml de sangue para testes e análise de compatibilidade no Registro Nacional de Doadores de Médula Óssea ou em outros cadastros, quando necessário, para que através de procedimentos específicos se determinem as características genéticas que são necessárias para a compatibilidade entre o doador e o paciente.
S2 0 Os dados pessoais e os resultados dos testes serão armazenados em um sistema informatizado que realizará o cruzamento com dados dos pacientes que necessitam de transplante. Em caso de compatibilidade com um paciente, o doador será então chamado para exames complementares para realizar a doação.
Art 2 0 0(s) veículo(s) a ser(em) utilizado(s) nesse programa de Coleta Externa deverão ter equipe qualificada, treinadas e todos os equipamentos necessários a preservação da qualidade e segurança do material coletado.
Art 3 0 Será divulgado amplamente o calendário dos bairros que serão visitados pelo Programa de Coleta Móvel de Sangue, para o conhecimento das pessoas que desejam fazer o cadastro e doação.
Art 40 0 Poder Executivo Municipal poderá firmar convênios para viabilizar a implantação do programa.
Art 50 As despesas decorrentes da execução desta Lei, correrão por contas de dotações orçamentárias próprias"
Paulo Galterio;PSB;não;ASSEGURA O DIREITO AO NOME SOCIAL NOS SERVIÇOS PÚBLICOS E PRIVADOS NO MUNICÍPIO DE CAMPINAS.;"Art. 10 Fica assegurado às pessoas transexuais e travestis, no município de Campinas, o direito à identificação pelo nome social nos atos e procedimentos promovidos no âmbito da Administração Pública Direta e Indireta e no âmbito dos serviços privados de ensino, saúde, previdência social e de relação de consumo.
Parágrafo único. Entende-se o nome social como aquele pelo qual as pessoas transexuais e travestis se identificam e são reconhecidas socialmente, respeitandose a identidade de gênero.
Art. 2 0 0 direito ao nome social será exercido nos registros e no preenchimento de fichas de cadastros, prontuários, formulários e documentos congêneres, no envio e recebimento de correspondências, na manutenção de registros e sistemas de informação, bem como na forma usual de tratamento.
Art. 3 0 A anotação do nome social de travestis e transexuais deverá ser colocada por escrito, em campo destacado, junto do respectivo nome civil, que poderá ser utilizado apenas para fins internos da Administração, vedado o uso de expressões pejorativas.
Parágrafo único. No caso de preenchimento de formulários e outros documentos de pessoa analfabeta, o responsável pelo atendimento certificará o fato, na presença de 2 (duas) testemunhas, mediante declaração escrita.
Art. 40 A pessoa menor de 18 (dezoito) anos poderá manifestar o desejo, por escrito, de utilização do seu nome social, que será feita mediante autorização por escrito dos pais ou responsáveis ou por decisão judicial.
Art. 5 0 0 direito ao nome social também será assegurado nos procedimentos judiciais e administrativos, inclusive nos registros e procedimentos policiais.
Art. 6 0 Nos documentos oficiais, será utilizado o nome civil, acompanhado do nome social, havendo requerimento expresso da pessoa interessada.
Art. 7 0 Nos casos em que o interesse público exigir, inclusive para salvaguardar direitos de terceiros, deverá ser considerado o nome civil das pessoas travestis e transexuais."
Paulo Galterio;PSB;não;DISPÕE SOBRE A COBRANÇA DA TAXA DE ESTACIONAMENTO NO MERCADO MUNICIPAL E DÁ OUTRAS PROVIDÊNCIAS.;"Art 10 Ficam dispensados do pagamento da taxa de estacionamento cobrada pelo Mercado Municipal de Campinas os clientes que comprovarem despesa no estabelecimento correspondente a pelo menos dez vezes o valor da taxa de estacionamento.
S 1 0 A gratuidade a que se refere o caput somente será efetivada mediante apresentação de nota fiscal que comprove a despesa efetuada no estabelecimento ao qual pertence o estacionamento.
S 20 As notas fiscais devem datar do mesmo dia em que o cliente solicitar a gratuidade.
Art 2 0 Somente poderá ser beneficiado pela gratuidade prevista nesta Lei o cliente que permanecer por, no máximo, quatro horas horas no Mercado Municipal de Campinas.
Parágrafo Unico. Caso o cliente ultrapasse o tempo previsto para a concessão da gratuidade, deverá pagar o valor determinado na tabela de preços de estacionamento utilizada normalmente pelo estabelecimento.
Art 3 0 Fica o Mercado Municipal de Campinas obrigado a divulgar o conteúdo desta Lei por meio da afixação de cartazes em suas dependências, em locais visíveis aos consumidores.
Art 40 0 descumprimento do disposto nesta Lei acarretará ao Mercado Municipal multa no valor de 300 (trezentosl) Unidades Fiscais de Campinas - UFICs, aplicada em dobro sobre o valor-base a cada reincidência.
Art 50 Caberá ao Poder Público municipal a regulamentação desta Lei no prazo de noventa dias contados da data de sua publicação, para fins de fiscalização e aplicação das sanções cabíveis."
Paulo Galterio;PSB;não;OBRIGA OS PAIS DE CRIANÇAS EM IDADE DE INGRESSO NO ENSINO FUNDAMENTAL OU OS RESPONSÁVEIS POR ELAS A APRESENTAR CADERNETA DE VISÃO DA CRIANÇA NO ATO DA MATRÍCULA EM ESTABELECIMENTO DE ENSINO PÚBLICO OU PRIVADO E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1 2 Os pais de crianças em idade de ingresso no ensino fundamental ou os responsáveis por elas ficam obrigados a apresentar a caderneta de visão da criança, contendo o registro de consulta e acompanhamento oftálmicos, no ato da matrícula em estabelecimento de ensino público ou privado.
Parágrafo único. O acompanhamento oftálmico deverá ser realizado no mínimo uma vez por ano, devendo sua comprovação ser apresentada no ato da matrícula do ano subsequente.
Art. 2 2 Não será permitida a matrícula da criança enquanto seus pais ou responsáveis não apresentarem a caderneta de visão.
Art. 3 2 Constatada, no ato da matrícula, a ausência de comprovação de consulta e de acompanhamento oftálmicos da criança, seus pais ou responsáveis terão o prazo de quinze dias para reapresentação da caderneta de visão da criança regularizada.
Art. 4 2 Para os fins desta Lei, os estabelecimentos de ensino, com base em regulamentos, portarias e demais informações divulgadas pela Secretaria Municipal de Saúde de Campinas e pelo Ministério da Saúde, manterão cópia da caderneta de visão da criança em sua documentação de matrícula.
Art. 5 2 Em caso de descumprimento do disposto nesta Lei, o estabelecimento de ensino deverá comunicar formalmente a situação da criança ao Conselho Tutelar para as devidas providências.
Parágrafo único. A comunicação referida no caput deste artigo deverá ser feita em papel timbrado e deverá ser assinada pelo diretor do estabelecimento de ensino ou por seu substituto, com cópia da documentação da criança e da sua caderneta de visão."
Paulo Galterio;PSB;não;DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA IDOSO CONECTADO NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1 2 Fica instituído o Programa Idoso Conectado, destinado ao público idoso do município de Campinas, com objetivo de promover a inserção social dos idosos através da inclusão digital, como direito ao desenvolvimento pessoal e social.
Parágrafo único. O Programa Idoso Conectado obedecerá ao disposto nesta Lei e ao regulamento a ser publicado pelo Poder Executivo municipal.
Art. 2 2 São requisitos mínimos para a inclusão do idoso no programa de que trata esta Lei:
I	- ser morador do município de Campinas;
II	- ter a partir de 60 anos de idade.
Art 3 2 São causas de desligamento do idoso do Programa Idoso Conectado:
1 -0 pedido do próprio idoso;
II - a prática de conduta não condizente com o objetivo do programa, como:
a)	uso indevido da internet;
b)	não cumprimento das atividades e regras do programa;
c)	prática de atos ilícitos em espaços do programa.
Art. 42 0 Executivo municipal poderá firmar convênios com entidades beneficentes de assistência social registradas no Conselho Municipal de Assistência Social ou no Conselho Municipal do Idoso e com outras entidades e associações educacionais, comunitárias, sindicais, empresariais e filantrópicas, com atuação no âmbito municipal, para conjugar esforços à execução do Programa Idoso Conectado.
Art. 5 2 A promoção da inclusão social, através da inclusão digital do Programa Idoso Conectado, compreenderá:
I	- acesso livre e gratuito a equipamentos de informática e à rede de internet pelos idosos vinculados ao programa e pelo público em geral das comunidades onde as unidades do programa estiverem instaladas;
II	- orientações para utilização correta de aparelhos celulares, de tecnologias no smartphone e de aplicativos digitais, incluindo uso de mídias sociais, envio de mensagens e acesso a sites.
Art. 6? A Secretaria Municipal de Cidadania, Assistência e Inclusão Social será a gestora municipal do Programa Idoso Conectado.
Art. 7 2 As despesas decorrentes desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário."
Paulo Haddad;PPS;não;DISPÕE SOBRE A OBRIGATORIEDADE DOS ESTABELECIMENTOS COMERCIAIS UTILIZAREM CANUDO E COPO FABRICADOS COM PRODUTOS BIODEGRADÁVEIS NA FORMA QUE MENCIONA.;"Art. 10 As organizações públicas e privadas, incluindo microempreendedores individuais, bem como as entidades da administração direta, autárquica e fundacional de Campinas ficam obrigadas a substituir o consumo de alimentos, incluindo copos e canudos de plásticos fornecidos a título oneroso ou gratuito, por produtos elaborados a partir de materiais biodegradáveis.
S 10 Para aplicação desta Lei, entende-se por materiais biodegradáveis aqueles materiais não oriundos de polímeros sintéticos fabricados à base de petróleo, elaborados a partir de matérias orgânicas como fibras naturais celulósicas, amidos de milho e mandioca, bagaço de cana, óleo de mamona, cana- de- açúcar, beterraba, ácido lático, milho e proteína de soja e outras fibras e materiais orgânicos.
S 20 Fica o Município de Campinas obrigada, a partir da vigência desta lei, exigir em seus novos editais de contratação.
Art. 20- A inobservância do disposto nesta Lei implicará ao infrator à seguintes penalidades:
l- multa, no valor de R$ 1.000,00 (um mil reais) a R$ a 5.000,00 (cinco mil reais), de acordo com o porte do estabelecimento, conforme critérios a serem definidos em regulamento próprio.
Il- em caso de reincidência, cumular-se-á a multa com suspensão das atividades.
SIO Em caso de nova reincidência, a multa será aplicada em dobro.
S20 os valores previstos no inciso I serão atualizados anualmente pelo índice oficial do Poder Executivo.
Art.30- Esta lei entrará em vigor na data de sua publicação"
Paulo Haddad;PPS;sim;INSTITUI O BANCO DE ARMAÇÃO DE ÓCULOS, PARA FORNECIMENTO GRATUITO DE ARMAÇÕES DE ÓCULOS NO MUNICÍPIO DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;Art. 1º Fica instituído o Banco de Armação de Óculos, para fornecimento gratuito de armações de óculos, provenientes de doações, a pessoas carentes. Parágrafo único. Os beneficiários desta Lei deverão apresentar receituário que ateste a necessidade do uso de óculos. Art. 2º As doações de armação de óculos podem ser realizadas por qualquer pessoa física e jurídica, devendo ser depositadas as armações em locais a serem definidos pelo Poder Público municipal. Art. 3º O Município poderá contar com a participação de entidades públicas e privadas que desenvolvem ações na área social objetivando a implantação do Banco de Armação de Óculos. Art. 4º O Poder Executivo municipal poderá firmar parcerias com empresas de óticas da ms . e ess . cidade para que estas ofereçam descontos aos beneficiários desta Lei na venda de lentes de grau para as armações. 
Paulo Haddad;PPS;não;DISPÕE SOBRE A VEDAÇÃO DA AQUISIÇÃO DE COPOS E RECIPIENTES DESCARTÁVEIS PRODUZIDOS A PARTIR DE DERIVADOS DE PETRÓLEO PARA UTILIZAÇÃO NO CONSUMO DE BEBIDAS E ALIMENTOS NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL.;"Art. 1º Fica vedada a aquisição de copos e recipientes descartáveis produzidos a partir de derivados de petróleo para utilização no consumo de bebidas e alimentos no âmbito da Administração Pública municipal. 
"
Paulo Haddad;PPS;sim;DENOMINA PRAÇA SEBASTIÃO GONÇALVES COELHO UM REMANESCENTE DE PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominado Praça Sebastião Gonçalves Coelho o remanescente 2 da Praça 09 (Quarteirão 15334, Código Cartográfico 3221.1291.0232, com área de 2.031 ,86m2) do loteamento Village Campinas, no distrito de Barão Geraldo, situado entre os dois lados da Avenida Francisco Cândido Xavier (Avenida 01), no mesmo loteamento.
Paulo Haddad;PPS;sim;INSTITUI A SEMANA DOS ESPORTES ELETRÔNICOS PLAY HARD NO ÂMBITO DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;"Art. I P Fica instituída a Semana dos Esportes Eletrônicos Play Hard no âmbito do município de Campinas, a ser comemorada na segunda semana do mês de junho.
Art. 2 2 São objetivos da Semana dos Esportes Eletrônicos Play Hard:
 promoção de palestras nas escolas, eventos e atividades educativas com foco na conscientização e popularização dos esportes eletrônicos — e-sports;
II - veiculação de campanhas de mídias, colocando-se à disposição da população informações em sites, banners, fôlderes e outros materiais ilustrativos e exemplificativos sobre os benefícios relacionados aos esportes eletrônicos — e-sports.
Parágrafo único. As atividades descritas neste artigo poderão ser realizadas, de forma facultativa, pela sociedade civil, bem como pela iniciativa privada.
Art. 3 2 A Semana dos Esportes Eletrônicos Play Hard integrará o calendário oficial de Campinas.
Art. 4 2 0 Município poderá regulamentar esta Lei no que couber."
Paulo Haddad;PPS;sim;DENOMINA PRAÇA ARLINDO DE GODOY UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominada Praça Arlindo de Godoy a Praça 04 (Quarteirão 11.329, Código Cartográfico 4311.6118.0001, com área de 570,00m2 ) do loteamento Jardim Conceição, no distrito de Sousas, situada entre a Rua Guilherme de Almeida (Rua 07) e a Rua Michel Fares (Rua 11), no mesmo loteamento.
Paulo Haddad;PPS;sim;DENOMINA RUA AUGUSTA BERNARDES MOREIRA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominada Rua Augusta Bernardes Moreira a Rua 02 do loteamento Parque das Quaresmeiras, com início no encontro da Avenida José dos Santos Marques (Avenida 01) com a Rua João Dias Rodrigues Filho (Rua 03), no mesmo loteamento, e término no encontro com a Rua Doutor Mauro Brandemburgo (Rua 21), do loteamento Jardim Myriam Moreira da Costa.
